month,temperature_2m_avg
2023-01,26.26774193548387
2023-02,27.925
2023-03,27.654838709677417
2023-04,24.293333333333333
2023-05,22.261290322580646
2023-06,21.506666666666668
2023-07,21.26774193548387
2023-08,22.65806451612903
2023-09,24.946666666666665
2023-10,25.351612903225806
2023-11,27.046666666666667
2023-12,27.12258064516129
